source,url,title,publish_date,sentence,lang,cleaned_sentence,sentiment_score,sentiment_label
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,"Let's say from 5am to 11pm, and each bus stop has a name or code so that passengers won't be stranded at any bus stop, and the schedule will be published at each bus stop and people will know when to board.""",en,lets say from am to pm and each bus stop has a name or code so that passengers wont be stranded at any bus stop and the schedule will be published at each bus stop and people will know when to board,-0.6808,negative
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,"Innocent Hishamunda, another passenger said: ""There should be a scheduled time when a bus should depart.",en,innocent hishamunda another passenger said there should be a scheduled time when a bus should depart,0.34,positive
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,"In Kinyinya we spend over an hour waiting for a bus.""",en,in kinyinya we spend over an hour waiting for a bus,0.0,neutral
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,"Anatholie Usengimana, a Musanze-based resident, added that there are routes, citing the Kinigi-Bisate route where transport operators charge any fare that is not regulated.",en,anatholie usengimana a musanzebased resident added that there are routes citing the kinigibisate route where transport operators charge any fare that is not regulated,0.0,neutral
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,"Desire Ndibwami, a resident of Rusizi District reported the same issue.",en,desire ndibwami a resident of rusizi district reported the same issue,0.4019,positive
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,"Close Sign up for free AllAfrica Newsletters Get the latest in African news delivered straight to your inbox Top Headlines Rwanda Transport By submitting above, you agree to our privacy policy.",en,close sign up for free allafrica newsletters get the latest in african news delivered straight to your inbox top headlines rwanda transport by submitting above you agree to our privacy policy,0.8176,positive
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,Success!,en,success,0.5719,positive
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,Almost finished... We need to confirm your email address.,en,almost finished we need to confirm your email address,0.0,neutral
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,"To complete the process, please follow the instructions in the email we just sent you.",en,to complete the process please follow the instructions in the email we just sent you,0.3182,positive
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,Error!,en,error,-0.4019,negative
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,Error!,en,error,-0.4019,negative
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,There was a problem processing your submission.,en,there was a problem processing your submission,-0.4019,negative
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,Please try again later.,en,please try again later,0.3182,positive
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,"""Drivers on Kamembe-Mushaka road and Mushaka-Bugarama road charge any amount they want.",en,drivers on kamembemushaka road and mushakabugarama road charge any amount they want,0.0772,positive
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,"There is a need for regulating prices on these roads so that transport operators comply with them,"" he said.",en,there is a need for regulating prices on these roads so that transport operators comply with them he said,0.0,neutral
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,The issue was also observed on the Giticyinyoni-Nzove-Rutonde route.,en,the issue was also observed on the giticyinyoninzoverutonde route,0.0,neutral
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,"What officials say

RURA stated: ""The routes that were not mentioned on the released list, any public transport operator, company or individual, can use them.",en,what officials say rura stated the routes that were not mentioned on the released list any public transport operator company or individual can use them,0.0,neutral
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,"""But they will comply with our requirements after getting license from RURA.",en,but they will comply with our requirements after getting license from rura,0.0,neutral
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,Even an 18-seater bus can be allowed on these roads.,en,even an seater bus can be allowed on these roads,0.0,neutral
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,"Prices on such roads will be determined by the market depending on particular conditions and use of these roads.""",en,prices on such roads will be determined by the market depending on particular conditions and use of these roads,0.34,positive
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,"Meanwhile, the City of Kigali and the infrastructure ministry said they are still exploring the possibility of a distance-based transport fare system instead of charging for the entire journey to alleviate the public transport cost burden.",en,meanwhile the city of kigali and the infrastructure ministry said they are still exploring the possibility of a distancebased transport fare system instead of charging for the entire journey to alleviate the public transport cost burden,-0.4404,negative
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,"""We are still conducting studies and tests of how a passenger can pay public transport fare based on the distance they alight from the bus.",en,we are still conducting studies and tests of how a passenger can pay public transport fare based on the distance they alight from the bus,-0.1027,negative
web,https://allafrica.com/stories/202403140480.html?utm_source=chatgpt.com,Rwanda: Push for 'Pay-Per-Distance' As Public Transport Fares Rise,,"This system once completed will be announced,"" said Jimmy Gasore, the Minister of Infrastructure.",en,this system once completed will be announced said jimmy gasore the minister of infrastructure,0.0,neutral
web,https://magazine.eaur.ac.rw/rura-to-pilot-distance-based-fare-system-in-kigali-public-transport/,RURA to Pilot Distance-Based Fare System in Kigali Public Transport,,The Rwanda Utilities Regulatory Authority (RURA) has announced the introduction of a pilot Distance-Based Fare System for public transport users in Kigali.,en,the rwanda utilities regulatory authority rura has announced the introduction of a pilot distancebased fare system for public transport users in kigali,0.0772,positive
web,https://magazine.eaur.ac.rw/rura-to-pilot-distance-based-fare-system-in-kigali-public-transport/,RURA to Pilot Distance-Based Fare System in Kigali Public Transport,,"The pilot will begin on December 4, 2024, on the Nyabugogo-Kabuga and Downtown-Kabuga routes.",en,the pilot will begin on december on the nyabugogokabuga and downtownkabuga routes,0.0,neutral
web,https://magazine.eaur.ac.rw/rura-to-pilot-distance-based-fare-system-in-kigali-public-transport/,RURA to Pilot Distance-Based Fare System in Kigali Public Transport,,"The information was announced through a communique shared on RURA’s official social media platforms, where the regulatory authority detailed the implementation plan, fare structure, and the importance of public cooperation in the pilot phase.",en,the information was announced through a communique shared on ruras official social media platforms where the regulatory authority detailed the implementation plan fare structure and the importance of public cooperation in the pilot phase,0.6369,positive
web,https://magazine.eaur.ac.rw/rura-to-pilot-distance-based-fare-system-in-kigali-public-transport/,RURA to Pilot Distance-Based Fare System in Kigali Public Transport,,"Under this system, passengers will pay fares according to the distance traveled rather than a flat fare for the entire route.",en,under this system passengers will pay fares according to the distance traveled rather than a flat fare for the entire route,-0.1027,negative
web,https://magazine.eaur.ac.rw/rura-to-pilot-distance-based-fare-system-in-kigali-public-transport/,RURA to Pilot Distance-Based Fare System in Kigali Public Transport,,The initiative aims to enhance fairness and equity in public transport pricing.,en,the initiative aims to enhance fairness and equity in public transport pricing,0.0,neutral
web,https://magazine.eaur.ac.rw/rura-to-pilot-distance-based-fare-system-in-kigali-public-transport/,RURA to Pilot Distance-Based Fare System in Kigali Public Transport,,"To ensure accurate billing, passengers will be required to tap their cards upon boarding and tap out at the end of their trip.",en,to ensure accurate billing passengers will be required to tap their cards upon boarding and tap out at the end of their trip,0.3818,positive
web,https://magazine.eaur.ac.rw/rura-to-pilot-distance-based-fare-system-in-kigali-public-transport/,RURA to Pilot Distance-Based Fare System in Kigali Public Transport,,Failure to tap out will result in being charged for the full route.,en,failure to tap out will result in being charged for the full route,-0.6249,negative
web,https://magazine.eaur.ac.rw/rura-to-pilot-distance-based-fare-system-in-kigali-public-transport/,RURA to Pilot Distance-Based Fare System in Kigali Public Transport,,"The fare structure is set as follows:

1-2 km: 182 RWF

5 km: 251 RWF

10 km: 388 RWF

15 km: 581 RWF

25 km: 855 RWF

RURA and City of Kigali staff will be available at bus parks and stops to assist passengers and ensure the smooth implementation of the system.",en,the fare structure is set as follows km rwf km rwf km rwf km rwf km rwf rura and city of kigali staff will be available at bus parks and stops to assist passengers and ensure the smooth implementation of the system,0.25,positive
web,https://magazine.eaur.ac.rw/rura-to-pilot-distance-based-fare-system-in-kigali-public-transport/,RURA to Pilot Distance-Based Fare System in Kigali Public Transport,,Commuters are encouraged to cooperate and provide feedback during the pilot phase.,en,commuters are encouraged to cooperate and provide feedback during the pilot phase,0.3612,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Transport in Kigali has improved massively in recent years.,en,transport in kigali has improved massively in recent years,0.4767,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Good roads, decent traffic management, robust public transport, and the introduction of ride-hailing apps make getting around way easier than most major cities in Africa.",en,good roads decent traffic management robust public transport and the introduction of ridehailing apps make getting around way easier than most major cities in africa,0.7964,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Born and living in the city I’ve witnessed how greatly our transport system has improved and keeps getting better.,en,born and living in the city ive witnessed how greatly our transport system has improved and keeps getting better,0.7184,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"So, I wrote this guide to help you navigate the various options available.",en,so i wrote this guide to help you navigate the various options available,0.4019,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"[toc]

Traffic in Kigali

Traffic in Kigali usually moves without too many delays or congestion.",en,toc traffic in kigali traffic in kigali usually moves without too many delays or congestion,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Kigali’s extensive road network means you can usually find an alternative route if you get stuck in a jam.,en,kigalis extensive road network means you can usually find an alternative route if you get stuck in a jam,-0.25,negative
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Traffic can get dense during rush hours, around 7:30-8:00 am and 5:30-7 pm when people are going to or from work.",en,traffic can get dense during rush hours around am and pm when people are going to or from work,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Traffic also gets congested when special events are happening, such as bicycle tournaments or COVID19 curfews.",en,traffic also gets congested when special events are happening such as bicycle tournaments or covid curfews,0.4019,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Stay up-to-date on events in Kigali to ensure they don’t cause you any disruption.,en,stay uptodate on events in kigali to ensure they dont cause you any disruption,0.0258,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Walking in Kigali

Walking in Kigali is both pleasant and easy.",en,walking in kigali walking in kigali is both pleasant and easy,0.7351,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"The city’s clean environment, extensive footpaths, and lack of traffic make walking super easy and enjoyable, whether you’re out for a stroll or walking to work.",en,the citys clean environment extensive footpaths and lack of traffic make walking super easy and enjoyable whether youre out for a stroll or walking to work,0.8779,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"If you’re downtown, check out the Kigali CarFree Zone, which has been transformed specifically for pedestrians.",en,if youre downtown check out the kigali carfree zone which has been transformed specifically for pedestrians,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,The areas I’d recommend to go for a walk are Gaculiro and Nyarutarama roads as they are quieter and not so busy with traffic.,en,the areas id recommend to go for a walk are gaculiro and nyarutarama roads as they are quieter and not so busy with traffic,0.3612,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Safety While Walking

Even though Kigali is a very safe city, take precautions while walking, especially at night.",en,safety while walking even though kigali is a very safe city take precautions while walking especially at night,0.7178,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Muggings and snatch-and-grab thefts from passing motorbike drivers are common.,en,muggings and snatchandgrab thefts from passing motorbike drivers are common,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Don’t walk with your phone out.,en,dont walk with your phone out,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Try not to walk alone on quiet streets at night.,en,try not to walk alone on quiet streets at night,0.1877,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Opportunistic thieves are especially bold just before Covid curfew because they know you won’t have a chance to report them or find help before you have to return home.,en,opportunistic thieves are especially bold just before covid curfew because they know you wont have a chance to report them or find help before you have to return home,0.1162,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"If it’s close to curfew time, look for a taxi.",en,if its close to curfew time look for a taxi,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Cycling in Kigali

Photo by Gura Ride

Cycling is hugely popular in Kigali, and not just because it’s cheap.",en,cycling in kigali photo by gura ride cycling is hugely popular in kigali and not just because its cheap,0.4754,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"The good roads, light traffic, and cool climate make Kigali a great city to cycle in.",en,the good roads light traffic and cool climate make kigali a great city to cycle in,0.8519,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"However, the rolling hills mean you’ll need to be fit.",en,however the rolling hills mean youll need to be fit,0.3612,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,There are plenty of bicycle shops in Kigali selling new and secondhand rides.,en,there are plenty of bicycle shops in kigali selling new and secondhand rides,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"The best are:

Hope Line Sports

Titanium Smart Life

The Shop

People also often post secondhand bikes for sale in our Living in Kigali Facebook community, so you can easily get an excellent deal on there, too.",en,the best are hope line sports titanium smart life the shop people also often post secondhand bikes for sale in our living in kigali facebook community so you can easily get an excellent deal on there too,0.9448,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,It’s also possible to rent a bicycle to move around.,en,its also possible to rent a bicycle to move around,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,You can rent one at Kairos Cycling or Kigali Rides.,en,you can rent one at kairos cycling or kigali rides,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,View more locations to buy or rent a bicycle here.,en,view more locations to buy or rent a bicycle here,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Finally, if you just want to try out cycling in Kigali, or you only need a bike for a quick trip across the city, Gura Ride is an excellent bike-sharing app that has launched in Kigali.",en,finally if you just want to try out cycling in kigali or you only need a bike for a quick trip across the city gura ride is an excellent bikesharing app that has launched in kigali,0.6705,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Bikes are docked at stations throughout the city, including the Marriott Hotel in downtown and MTN Centre in Remera.",en,bikes are docked at stations throughout the city including the marriott hotel in downtown and mtn centre in remera,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Once you’ve downloaded the app, you can use it to unlock a bike, cycle it to the next dock station, and pay a fixed fee based on the distance traveled.",en,once youve downloaded the app you can use it to unlock a bike cycle it to the next dock station and pay a fixed fee based on the distance traveled,-0.1027,negative
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Motorbike Taxis

Motorbike taxis, known as ‘motos’ in Rwanda, are still the most popular form of transport in Kigali for most people.",en,motorbike taxis motorbike taxis known as motos in rwanda are still the most popular form of transport in kigali for most people,0.4754,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"They’re quick, cheap, convenient, and (mostly) safe.",en,theyre quick cheap convenient and mostly safe,0.4404,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Moto drivers usually work from ‘stations’ – junctions and roadside areas where they hang about and wait for passengers.,en,moto drivers usually work from stations junctions and roadside areas where they hang about and wait for passengers,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,You’ll rarely have to walk long to find one.,en,youll rarely have to walk long to find one,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,You can also hail a passing moto from the road – but this comes with some risks.,en,you can also hail a passing moto from the road but this comes with some risks,-0.3612,negative
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"All moto drivers in Kigali carry an extra helmet for their passengers, but due to Covid restrictions, you’ll need to wear a headscarf or shawl underneath.",en,all moto drivers in kigali carry an extra helmet for their passengers but due to covid restrictions youll need to wear a headscarf or shawl underneath,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Moto drivers in Kigali work on (almost) fixed fares based on distance.,en,moto drivers in kigali work on almost fixed fares based on distance,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"While they sometimes overcharge foreigners, it’s usually not too high and open to haggling.",en,while they sometimes overcharge foreigners its usually not too high and open to haggling,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Fares between most parts of Kigali typically cost from 500-2,000 RWF.",en,fares between most parts of kigali typically cost from rwf,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"If you don’t want to haggle the fare, the Kigali government has recently introduced mandatory smart metering on moto-taxis.",en,if you dont want to haggle the fare the kigali government has recently introduced mandatory smart metering on mototaxis,0.4172,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"The meters are attached to the bike, and you can request a driver to turn it on at the start of your ride.",en,the meters are attached to the bike and you can request a driver to turn it on at the start of your ride,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Safety on Motos

Don’t be afraid to inspect a bike and helmet provided before agreeing to ride, to ensure their both safe.",en,safety on motos dont be afraid to inspect a bike and helmet provided before agreeing to ride to ensure their both safe,0.8658,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,The same goes for the driver.,en,the same goes for the driver,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Speak to him a little to ensure he hasn’t been drinking.,en,speak to him a little to ensure he hasnt been drinking,0.323,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Keep an eye on the road and a driver’s speed.,en,keep an eye on the road and a drivers speed,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"If you’re concerned about his driving, tell him to slow down and pay better attention.",en,if youre concerned about his driving tell him to slow down and pay better attention,0.3612,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Watch out for the exhaust pipe when dismounting, so you don’t get burned.",en,watch out for the exhaust pipe when dismounting so you dont get burned,-0.296,negative
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Buy a helmet and use this whenever you ride a moto.,en,buy a helmet and use this whenever you ride a moto,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"It’s safer, easiest, and more hygienic.",en,its safer easiest and more hygienic,0.6808,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Extra Tips for Taking Motos

If the driver doesn’t know the location you’re driving to, ring someone at your destination who speaks Kinyarwanda and ask them to give him directions.",en,extra tips for taking motos if the driver doesnt know the location youre driving to ring someone at your destination who speaks kinyarwanda and ask them to give him directions,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"If you find a reliable driver you use often, take his number to pick you up and take you around.",en,if you find a reliable driver you use often take his number to pick you up and take you around,0.0772,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"It’s safer, cheaper, and more reliable than using different drivers all the time.",en,its safer cheaper and more reliable than using different drivers all the time,0.4215,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,It’s illegal for a moto to take than one passenger at a time.,en,its illegal for a moto to take than one passenger at a time,-0.5574,negative
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"If you need an extra ride, ask the driver to find you a 2nd (or 3rd) ride and travel together.",en,if you need an extra ride ask the driver to find you a nd or rd ride and travel together,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"If you’re in a rush, make sure the driver has a full tank, so you don’t get stuck filling up on the way.",en,if youre in a rush make sure the driver has a full tank so you dont get stuck filling up on the way,0.466,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"If you need to hold onto anything, there are bars below the passenger’s seat.",en,if you need to hold onto anything there are bars below the passengers seat,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Don’t grab or hug your driver!,en,dont grab or hug your driver,-0.3724,negative
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Taxi Apps

Kigali has two taxi and ride-hailing apps: Move and Yego Cabs.",en,taxi apps kigali has two taxi and ridehailing apps move and yego cabs,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Both works are available on Android devices and iPhones.,en,both works are available on android devices and iphones,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Move is exclusively available to drivers of Volkswagen cars, so there are fewer drivers, but it’s a much more comfortable ride.",en,move is exclusively available to drivers of volkswagen cars so there are fewer drivers but its a much more comfortable ride,0.7086,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"For Yego cabs, you can also call 9191, a toll-free number, to order your ride.",en,for yego cabs you can also call a tollfree number to order your ride,0.0772,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Using taxi apps in Kigali requires a lot of patience.,en,using taxi apps in kigali requires a lot of patience,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Many drivers still aren’t used to using the apps, and will ring you to confirm your pickup and drop-off location.",en,many drivers still arent used to using the apps and will ring you to confirm your pickup and dropoff location,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"They may need help with directions, which can be challenging if you don’t speak Kinyarwanda or French.",en,they may need help with directions which can be challenging if you dont speak kinyarwanda or french,0.5106,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"And if you cancel a ride, they may not notice, turn up anyway, and then get angry you’ve wasted their time.",en,and if you cancel a ride they may not notice turn up anyway and then get angry youve wasted their time,-0.8176,negative
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Public Transport

Buses are the most common form of public transport in Kigali.",en,public transport buses are the most common form of public transport in kigali,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Busses are modern, comfortable, and run on set schedules and routes.",en,busses are modern comfortable and run on set schedules and routes,0.5106,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Destinations and routes are marked by the colours of the buses and a screen at the front.,en,destinations and routes are marked by the colours of the buses and a screen at the front,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Bus stations in Kigali are known as ‘taxi parks,’ and you’ll usually find one in every neighbourhood.",en,bus stations in kigali are known as taxi parks and youll usually find one in every neighbourhood,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,You can also catch a bus at a bus stop.,en,you can also catch a bus at a bus stop,-0.296,negative
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"There are many bus stops around the city, so don’t worry about walking a long distance to find one.",en,there are many bus stops around the city so dont worry about walking a long distance to find one,0.2696,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Tap&Go Cards

To board a bus, you’ll need a “Tap & Go” card.",en,tapgo cards to board a bus youll need a tap go card,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,These cards are available in every taxi park and most bus stops.,en,these cards are available in every taxi park and most bus stops,-0.2212,negative
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"You can top the cards in the following ways:

Visit vendors at the taxi parks and bus stops

Using MTN Mobile Money by dialing *182*2*5#

Downloading the Tap&Go app on your phone

Driving in Kigali

Driving around the city is easy!",en,you can top the cards in the following ways visit vendors at the taxi parks and bus stops using mtn mobile money by dialing downloading the tapgo app on your phone driving in kigali driving around the city is easy,0.4767,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,Just make sure you pay attention to the signs indicating the right speed and restricted areas to drive through.,en,just make sure you pay attention to the signs indicating the right speed and restricted areas to drive through,-0.1779,negative
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"There are many parking places around the city, just keep in mind that you’ll need to pay for parking in most public spaces.",en,there are many parking places around the city just keep in mind that youll need to pay for parking in most public spaces,-0.1027,negative
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Rent a Car in Kigali

There are plenty of companies and private individuals renting cars in Kigali.",en,rent a car in kigali there are plenty of companies and private individuals renting cars in kigali,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,This is a great way to get around if you’re just visiting the city or you’ve moved here and want to learn how to drive in Kigali before buying a car.,en,this is a great way to get around if youre just visiting the city or youve moved here and want to learn how to drive in kigali before buying a car,0.6597,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,The price range will depend on the type of car you want and will vary for different car rental companies in the city.,en,the price range will depend on the type of car you want and will vary for different car rental companies in the city,0.0772,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Prices usually start from 20,000 – 30,000 RWF per day.",en,prices usually start from rwf per day,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"However, you might also negotiate based on weekly and monthly rates.",en,however you might also negotiate based on weekly and monthly rates,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Rent a Motorbike in Kigali

Renting a motorbike is another way to get around the city.",en,rent a motorbike in kigali renting a motorbike is another way to get around the city,0.0,neutral
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Kigali Motorbike Rental has various options depending on the moto you want, the type of road you want to ride on, and your experience in riding a moto.",en,kigali motorbike rental has various options depending on the moto you want the type of road you want to ride on and your experience in riding a moto,0.1531,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,You can start with a nice automatic scooter or go for a full cross-country road bike.,en,you can start with a nice automatic scooter or go for a full crosscountry road bike,0.4215,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Prices start from 18,000 per day, with excellent discounts offered depending on how long you rent for (as little as 7,000 RWF per day).",en,prices start from per day with excellent discounts offered depending on how long you rent for as little as rwf per day,0.5719,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,"Kigali Car Free Day

Kigali Car Free Day is a sports program introduced by the Government of Rwanda in 2016.",en,kigali car free day kigali car free day is a sports program introduced by the government of rwanda in,0.765,positive
web,https://livinginkigali.com/transport-in-kigali/,Transport in Kigali,,It’s an opportunity for people to participate in physical exercise around the city on roads free of vehicles.,en,its an opportunity for people to participate in physical exercise around the city on roads free of vehicles,0.7269,positive
